"epoch_id","breezy-cloud-41 - _step","breezy-cloud-41 - _step__MIN","breezy-cloud-41 - _step__MAX","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","breezy-cloud-41 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","rare-waterfall-40 - _step","rare-waterfall-40 - _step__MIN","rare-waterfall-40 - _step__MAX","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","rare-waterfall-40 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","fast-waterfall-39 - _step","fast-waterfall-39 - _step__MIN","fast-waterfall-39 - _step__MAX","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","fast-waterfall-39 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","elated-dragon-38 - _step","elated-dragon-38 - _step__MIN","elated-dragon-38 - _step__MAX","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","elated-dragon-38 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","super-fog-37 - _step","super-fog-37 - _step__MIN","super-fog-37 - _step__MAX","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","super-fog-37 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","legendary-terrain-36 - _step","legendary-terrain-36 - _step__MIN","legendary-terrain-36 - _step__MAX","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","legendary-terrain-36 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","deep-forest-35 - _step","deep-forest-35 - _step__MIN","deep-forest-35 - _step__MAX","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","deep-forest-35 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","misunderstood-river-34 - _step","misunderstood-river-34 - _step__MIN","misunderstood-river-34 - _step__MAX","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","misunderstood-river-34 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","ethereal-eon-32 - _step","ethereal-eon-32 - _step__MIN","ethereal-eon-32 - _step__MAX","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","ethereal-eon-32 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","worthy-tree-28 - _step","worthy-tree-28 - _step__MIN","worthy-tree-28 - _step__MAX","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","worthy-tree-28 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","giddy-yogurt-27 - _step","giddy-yogurt-27 - _step__MIN","giddy-yogurt-27 - _step__MAX","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","giddy-yogurt-27 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","fallen-snowflake-26 - _step","fallen-snowflake-26 - _step__MIN","fallen-snowflake-26 - _step__MAX","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","fallen-snowflake-26 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","crimson-smoke-25 - _step","crimson-smoke-25 - _step__MIN","crimson-smoke-25 - _step__MAX","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","crimson-smoke-25 - dataset_stats.S100_N30_m3_full.gap_mean__MAX","floral-salad-24 - _step","floral-salad-24 - _step__MIN","floral-salad-24 - _step__MAX","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean__MIN","floral-salad-24 - dataset_stats.S100_N30_m3_full.gap_mean__MAX"
"810","892","892","892","4.073149894027352","4.073149894027352","4.073149894027352","892","892","892","6.26134366237158","6.26134366237158","6.26134366237158","892","892","892","4.893957654130618","4.893957654130618","4.893957654130618","892","892","892","5.570996533579124","5.570996533579124","5.570996533579124","892","892","892","8.310703926981946","8.310703926981946","8.310703926981946","892","892","892","5.93165914198592","5.93165914198592","5.93165914198592","892","892","892","6.636487784018274","6.636487784018274","6.636487784018274","892","892","892","1.1514077966123737","1.1514077966123737","1.1514077966123737","892","892","892","1.1619352472117777","1.1619352472117777","1.1619352472117777","892","892","892","1.2761991389463783","1.2761991389463783","1.2761991389463783","892","892","892","1.194811948077958","1.194811948077958","1.194811948077958","892","892","892","1.1435879680026735","1.1435879680026735","1.1435879680026735","892","892","892","1.2870388882847792","1.2870388882847792","1.2870388882847792","892","892","892","1.1349281494189878","1.1349281494189878","1.1349281494189878"
"820","903","903","903","4.073149894027352","4.073149894027352","4.073149894027352","903","903","903","6.26134366237158","6.26134366237158","6.26134366237158","903","903","903","4.893395391381659","4.893395391381659","4.893395391381659","903","903","903","5.4082684100481035","5.4082684100481035","5.4082684100481035","903","903","903","8.313131182477795","8.313131182477795","8.313131182477795","903","903","903","6.060411871568848","6.060411871568848","6.060411871568848","903","903","903","6.648796341673924","6.648796341673924","6.648796341673924","903","903","903","1.1753562348591144","1.1753562348591144","1.1753562348591144","903","903","903","1.1433133781959928","1.1433133781959928","1.1433133781959928","903","903","903","1.2151673894245858","1.2151673894245858","1.2151673894245858","903","903","903","1.1884717176170079","1.1884717176170079","1.1884717176170079","903","903","903","1.143201293992624","1.143201293992624","1.143201293992624","903","903","903","1.1777849526203419","1.1777849526203419","1.1777849526203419","903","903","903","1.1451445200656396","1.1451445200656396","1.1451445200656396"
"830","914","914","914","4.073149894027352","4.073149894027352","4.073149894027352","914","914","914","6.26134366237158","6.26134366237158","6.26134366237158","914","914","914","4.893395391381659","4.893395391381659","4.893395391381659","914","914","914","5.4698913214523746","5.4698913214523746","5.4698913214523746","914","914","914","8.313133550285139","8.313133550285139","8.313133550285139","914","914","914","6.112115927201072","6.112115927201072","6.112115927201072","914","914","914","6.610833736774041","6.610833736774041","6.610833736774041","914","914","914","1.1612559246482363","1.1612559246482363","1.1612559246482363","914","914","914","1.1369132237631552","1.1369132237631552","1.1369132237631552","914","914","914","1.2887500517459758","1.2887500517459758","1.2887500517459758","914","914","914","1.1935773557422251","1.1935773557422251","1.1935773557422251","914","914","914","1.1442516361228081","1.1442516361228081","1.1442516361228081","914","914","914","1.1437708892548935","1.1437708892548935","1.1437708892548935","914","914","914","1.1699215796513598","1.1699215796513598","1.1699215796513598"
"840","925","925","925","4.073149894027352","4.073149894027352","4.073149894027352","925","925","925","6.26134366237158","6.26134366237158","6.26134366237158","925","925","925","4.893395391381659","4.893395391381659","4.893395391381659","925","925","925","5.470308735077183","5.470308735077183","5.470308735077183","925","925","925","8.313133550285139","8.313133550285139","8.313133550285139","925","925","925","6.053699023621541","6.053699023621541","6.053699023621541","925","925","925","6.611288566826612","6.611288566826612","6.611288566826612","925","925","925","1.1677402388731475","1.1677402388731475","1.1677402388731475","925","925","925","1.1642404799047588","1.1642404799047588","1.1642404799047588","925","925","925","1.3408489724203836","1.3408489724203836","1.3408489724203836","925","925","925","1.157378930396065","1.157378930396065","1.157378930396065","925","925","925","1.1303061147188378","1.1303061147188378","1.1303061147188378","925","925","925","1.1598342340903303","1.1598342340903303","1.1598342340903303","925","925","925","1.1839230179535638","1.1839230179535638","1.1839230179535638"
"850","936","936","936","4.073149894027352","4.073149894027352","4.073149894027352","936","936","936","2.447695095885293","2.447695095885293","2.447695095885293","936","936","936","4.893395391381659","4.893395391381659","4.893395391381659","936","936","936","5.6112208845721305","5.6112208845721305","5.6112208845721305","936","936","936","8.307248153317332","8.307248153317332","8.307248153317332","936","936","936","5.813877010689648","5.813877010689648","5.813877010689648","936","936","936","6.736185974980625","6.736185974980625","6.736185974980625","936","936","936","1.1626378994497428","1.1626378994497428","1.1626378994497428","936","936","936","1.1699301782727094","1.1699301782727094","1.1699301782727094","936","936","936","1.247105226752556","1.247105226752556","1.247105226752556","936","936","936","1.202540978677596","1.202540978677596","1.202540978677596","936","936","936","1.1603974600862412","1.1603974600862412","1.1603974600862412","936","936","936","1.1421043961852495","1.1421043961852495","1.1421043961852495","936","936","936","1.1559958316638932","1.1559958316638932","1.1559958316638932"
"860","947","947","947","4.073149894027352","4.073149894027352","4.073149894027352","947","947","947","2.4988366950312626","2.4988366950312626","2.4988366950312626","947","947","947","4.893395391381659","4.893395391381659","4.893395391381659","947","947","947","5.714279243915533","5.714279243915533","5.714279243915533","947","947","947","8.313454934237802","8.313454934237802","8.313454934237802","947","947","947","5.692890168230356","5.692890168230356","5.692890168230356","947","947","947","6.983910987785408","6.983910987785408","6.983910987785408","947","947","947","1.1494628195141403","1.1494628195141403","1.1494628195141403","947","947","947","1.1725075949115444","1.1725075949115444","1.1725075949115444","947","947","947","1.2191925908648549","1.2191925908648549","1.2191925908648549","947","947","947","1.2062965096645044","1.2062965096645044","1.2062965096645044","947","947","947","1.1476723224341172","1.1476723224341172","1.1476723224341172","947","947","947","1.1391055628264732","1.1391055628264732","1.1391055628264732","947","947","947","1.1289918203449765","1.1289918203449765","1.1289918203449765"
"870","958","958","958","4.073149894027352","4.073149894027352","4.073149894027352","958","958","958","2.4944183204933403","2.4944183204933403","2.4944183204933403","958","958","958","4.893395391381659","4.893395391381659","4.893395391381659","958","958","958","5.81938471415492","5.81938471415492","5.81938471415492","958","958","958","8.313454934237802","8.313454934237802","8.313454934237802","958","958","958","5.6849144774195475","5.6849144774195475","5.6849144774195475","958","958","958","6.853141188699042","6.853141188699042","6.853141188699042","958","958","958","1.1587796358052997","1.1587796358052997","1.1587796358052997","958","958","958","1.1638538988297065","1.1638538988297065","1.1638538988297065","958","958","958","1.2235375378076585","1.2235375378076585","1.2235375378076585","958","958","958","1.2031025777026008","1.2031025777026008","1.2031025777026008","958","958","958","1.1447903839564233","1.1447903839564233","1.1447903839564233","958","958","958","1.157735003318306","1.157735003318306","1.157735003318306","958","958","958","1.1515630417587241","1.1515630417587241","1.1515630417587241"
"880","969","969","969","4.073149894027352","4.073149894027352","4.073149894027352","969","969","969","2.4944183204933403","2.4944183204933403","2.4944183204933403","969","969","969","4.893395391381659","4.893395391381659","4.893395391381659","969","969","969","5.8934482510603825","5.8934482510603825","5.8934482510603825","969","969","969","8.313454934237802","8.313454934237802","8.313454934237802","969","969","969","5.683225281277397","5.683225281277397","5.683225281277397","969","969","969","6.612959412035089","6.612959412035089","6.612959412035089","969","969","969","1.1590710694846842","1.1590710694846842","1.1590710694846842","969","969","969","1.1677079127866918","1.1677079127866918","1.1677079127866918","969","969","969","1.216969736089151","1.216969736089151","1.216969736089151","969","969","969","1.1659832085735768","1.1659832085735768","1.1659832085735768","969","969","969","1.156721598511571","1.156721598511571","1.156721598511571","969","969","969","1.158734723485778","1.158734723485778","1.158734723485778","969","969","969","1.1894932118192814","1.1894932118192814","1.1894932118192814"
"890","980","980","980","4.073149894027352","4.073149894027352","4.073149894027352","980","980","980","2.4944183204933403","2.4944183204933403","2.4944183204933403","980","980","980","4.893395391381659","4.893395391381659","4.893395391381659","980","980","980","5.59032791224148","5.59032791224148","5.59032791224148","980","980","980","8.239417140978448","8.239417140978448","8.239417140978448","980","980","980","5.807232334394788","5.807232334394788","5.807232334394788","980","980","980","6.413129280566967","6.413129280566967","6.413129280566967","980","980","980","1.1698193303061197","1.1698193303061197","1.1698193303061197","980","980","980","1.1416985270763274","1.1416985270763274","1.1416985270763274","980","980","980","1.2091709883914021","1.2091709883914021","1.2091709883914021","980","980","980","1.128059195094391","1.128059195094391","1.128059195094391","980","980","980","1.1484124148624946","1.1484124148624946","1.1484124148624946","980","980","980","1.1360796046601807","1.1360796046601807","1.1360796046601807","980","980","980","1.1811064603587023","1.1811064603587023","1.1811064603587023"
"900","991","991","991","4.073149894027352","4.073149894027352","4.073149894027352","991","991","991","2.4944183204933403","2.4944183204933403","2.4944183204933403","991","991","991","4.893395391381659","4.893395391381659","4.893395391381659","991","991","991","5.487965401599118","5.487965401599118","5.487965401599118","991","991","991","8.222843978377469","8.222843978377469","8.222843978377469","991","991","991","5.77956878636758","5.77956878636758","5.77956878636758","991","991","991","6.4051344874135","6.4051344874135","6.4051344874135","991","991","991","1.1685430886384198","1.1685430886384198","1.1685430886384198","991","991","991","1.160893926160958","1.160893926160958","1.160893926160958","991","991","991","1.1712809183661352","1.1712809183661352","1.1712809183661352","991","991","991","1.124191789042771","1.124191789042771","1.124191789042771","991","991","991","1.1644841801212285","1.1644841801212285","1.1644841801212285","991","991","991","1.1308553264587615","1.1308553264587615","1.1308553264587615","991","991","991","1.176654780340819","1.176654780340819","1.176654780340819"
"910","1002","1002","1002","4.073149894027352","4.073149894027352","4.073149894027352","1002","1002","1002","2.4944183204933403","2.4944183204933403","2.4944183204933403","1002","1002","1002","4.893395391381659","4.893395391381659","4.893395391381659","1002","1002","1002","5.383422853825254","5.383422853825254","5.383422853825254","1002","1002","1002","8.2463978085218","8.2463978085218","8.2463978085218","1002","1002","1002","5.503800939520329","5.503800939520329","5.503800939520329","1002","1002","1002","6.424317130605134","6.424317130605134","6.424317130605134","1002","1002","1002","1.1653761582458535","1.1653761582458535","1.1653761582458535","1002","1002","1002","1.1599027864024813","1.1599027864024813","1.1599027864024813","1002","1002","1002","1.1801785195778276","1.1801785195778276","1.1801785195778276","1002","1002","1002","1.1579418993716286","1.1579418993716286","1.1579418993716286","1002","1002","1002","1.129155151573267","1.129155151573267","1.129155151573267","1002","1002","1002","1.1140219328698604","1.1140219328698604","1.1140219328698604","1002","1002","1002","1.1471557450147352","1.1471557450147352","1.1471557450147352"
"920","1013","1013","1013","4.073149894027352","4.073149894027352","4.073149894027352","1013","1013","1013","2.4944183204933403","2.4944183204933403","2.4944183204933403","1013","1013","1013","4.893395391381659","4.893395391381659","4.893395391381659","1013","1013","1013","5.360172077545339","5.360172077545339","5.360172077545339","1013","1013","1013","8.260233015750947","8.260233015750947","8.260233015750947","1013","1013","1013","5.441627980516801","5.441627980516801","5.441627980516801","1013","1013","1013","6.356996829994999","6.356996829994999","6.356996829994999","1013","1013","1013","1.1560351789573509","1.1560351789573509","1.1560351789573509","1013","1013","1013","1.1504040321115985","1.1504040321115985","1.1504040321115985","1013","1013","1013","1.2939755312294559","1.2939755312294559","1.2939755312294559","1013","1013","1013","1.1467265606429424","1.1467265606429424","1.1467265606429424","1013","1013","1013","1.1790165240384471","1.1790165240384471","1.1790165240384471","1013","1013","1013","1.1550924852907196","1.1550924852907196","1.1550924852907196","1013","1013","1013","1.1689910445561056","1.1689910445561056","1.1689910445561056"
"930","1024","1024","1024","4.073149894027352","4.073149894027352","4.073149894027352","1024","1024","1024","2.4944183204933403","2.4944183204933403","2.4944183204933403","1024","1024","1024","4.893395391381659","4.893395391381659","4.893395391381659","1024","1024","1024","5.308368099896525","5.308368099896525","5.308368099896525","1024","1024","1024","8.278064881316334","8.278064881316334","8.278064881316334","1024","1024","1024","4.442786974319464","4.442786974319464","4.442786974319464","1024","1024","1024","6.399692357483822","6.399692357483822","6.399692357483822","1024","1024","1024","1.1960720797038302","1.1960720797038302","1.1960720797038302","1024","1024","1024","1.1661962514275432","1.1661962514275432","1.1661962514275432","1024","1024","1024","1.24907210658047","1.24907210658047","1.24907210658047","1024","1024","1024","1.1428688100423963","1.1428688100423963","1.1428688100423963","1024","1024","1024","1.176717685496288","1.176717685496288","1.176717685496288","1024","1024","1024","1.1650934465462564","1.1650934465462564","1.1650934465462564","1024","1024","1024","1.1664127844700736","1.1664127844700736","1.1664127844700736"
"940","1035","1035","1035","4.073149894027352","4.073149894027352","4.073149894027352","1035","1035","1035","2.4944183204933403","2.4944183204933403","2.4944183204933403","1035","1035","1035","4.893395391381659","4.893395391381659","4.893395391381659","1035","1035","1035","5.399715331101357","5.399715331101357","5.399715331101357","1035","1035","1035","8.25874716295288","8.25874716295288","8.25874716295288","1035","1035","1035","4.289616926160978","4.289616926160978","4.289616926160978","1035","1035","1035","6.721811058470691","6.721811058470691","6.721811058470691","1035","1035","1035","1.179824265716253","1.179824265716253","1.179824265716253","1035","1035","1035","1.1584750154606547","1.1584750154606547","1.1584750154606547","1035","1035","1035","1.1595708487465044","1.1595708487465044","1.1595708487465044","1035","1035","1035","1.146923731962424","1.146923731962424","1.146923731962424","1035","1035","1035","1.1601326156635714","1.1601326156635714","1.1601326156635714","1035","1035","1035","1.129410967357855","1.129410967357855","1.129410967357855","1035","1035","1035","1.1514703012672047","1.1514703012672047","1.1514703012672047"
"950","1046","1046","1046","4.073149894027352","4.073149894027352","4.073149894027352","1046","1046","1046","2.4944183204933403","2.4944183204933403","2.4944183204933403","1046","1046","1046","4.893395391381659","4.893395391381659","4.893395391381659","1046","1046","1046","5.460391635992476","5.460391635992476","5.460391635992476","1046","1046","1046","8.182563332018935","8.182563332018935","8.182563332018935","1046","1046","1046","4.28986180370554","4.28986180370554","4.28986180370554","1046","1046","1046","7.525473284689374","7.525473284689374","7.525473284689374","1046","1046","1046","1.1852706124094792","1.1852706124094792","1.1852706124094792","1046","1046","1046","1.1691578593422296","1.1691578593422296","1.1691578593422296","1046","1046","1046","1.1022936319169525","1.1022936319169525","1.1022936319169525","1046","1046","1046","1.1499059707929735","1.1499059707929735","1.1499059707929735","1046","1046","1046","1.1487031856220695","1.1487031856220695","1.1487031856220695","1046","1046","1046","1.1351891984812266","1.1351891984812266","1.1351891984812266","1046","1046","1046","1.172535077255571","1.172535077255571","1.172535077255571"
"960","1057","1057","1057","5.5071835092338","5.5071835092338","5.5071835092338","1057","1057","1057","2.4944183204933403","2.4944183204933403","2.4944183204933403","1057","1057","1057","4.893395391381659","4.893395391381659","4.893395391381659","1057","1057","1057","5.575639391073708","5.575639391073708","5.575639391073708","1057","1057","1057","8.114640380180889","8.114640380180889","8.114640380180889","1057","1057","1057","4.07145901653512","4.07145901653512","4.07145901653512","1057","1057","1057","7.5183965756328375","7.5183965756328375","7.5183965756328375","1057","1057","1057","1.155549499291445","1.155549499291445","1.155549499291445","1057","1057","1057","1.1546964207026653","1.1546964207026653","1.1546964207026653","1057","1057","1057","1.1658190633872327","1.1658190633872327","1.1658190633872327","1057","1057","1057","1.1654820723441073","1.1654820723441073","1.1654820723441073","1057","1057","1057","1.1490099532606544","1.1490099532606544","1.1490099532606544","1057","1057","1057","1.1362878269337087","1.1362878269337087","1.1362878269337087","1057","1057","1057","1.1723631526352893","1.1723631526352893","1.1723631526352893"
"970","1068","1068","1068","6.516450381222489","6.516450381222489","6.516450381222489","1068","1068","1068","2.4944183204933403","2.4944183204933403","2.4944183204933403","1068","1068","1068","4.893395391381659","4.893395391381659","4.893395391381659","1068","1068","1068","5.920572203142809","5.920572203142809","5.920572203142809","1068","1068","1068","7.3054185065405886","7.3054185065405886","7.3054185065405886","1068","1068","1068","4.265464440004513","4.265464440004513","4.265464440004513","1068","1068","1068","7.722284174256358","7.722284174256358","7.722284174256358","1068","1068","1068","1.1611239975378007","1.1611239975378007","1.1611239975378007","1068","1068","1068","1.1247243225125205","1.1247243225125205","1.1247243225125205","1068","1068","1068","1.151098208106382","1.151098208106382","1.151098208106382","1068","1068","1068","1.1901989977608078","1.1901989977608078","1.1901989977608078","1068","1068","1068","1.1478990902024702","1.1478990902024702","1.1478990902024702","1068","1068","1068","1.1250207942035118","1.1250207942035118","1.1250207942035118","1068","1068","1068","1.1853390121075926","1.1853390121075926","1.1853390121075926"
"980","1079","1079","1079","6.508676255932052","6.508676255932052","6.508676255932052","1079","1079","1079","2.4944183204933403","2.4944183204933403","2.4944183204933403","1079","1079","1079","4.893395391381659","4.893395391381659","4.893395391381659","1079","1079","1079","5.849631648680867","5.849631648680867","5.849631648680867","1079","1079","1079","8.182545720120673","8.182545720120673","8.182545720120673","1079","1079","1079","4.561492931975836","4.561492931975836","4.561492931975836","1079","1079","1079","7.7363538683731825","7.7363538683731825","7.7363538683731825","1079","1079","1079","1.187659343008792","1.187659343008792","1.187659343008792","1079","1079","1079","1.1487550772809525","1.1487550772809525","1.1487550772809525","1079","1079","1079","1.1430112332785376","1.1430112332785376","1.1430112332785376","1079","1079","1079","1.127312996794151","1.127312996794151","1.127312996794151","1079","1079","1079","1.1421443420189352","1.1421443420189352","1.1421443420189352","1079","1079","1079","1.1316137993893356","1.1316137993893356","1.1316137993893356","1079","1079","1079","1.193148219432883","1.193148219432883","1.193148219432883"
"990","1090","1090","1090","6.508676255932052","6.508676255932052","6.508676255932052","1090","1090","1090","2.4944183204933403","2.4944183204933403","2.4944183204933403","1090","1090","1090","4.893395391381659","4.893395391381659","4.893395391381659","1090","1090","1090","5.637083279487043","5.637083279487043","5.637083279487043","1090","1090","1090","8.122841471876523","8.122841471876523","8.122841471876523","1090","1090","1090","4.446583653945172","4.446583653945172","4.446583653945172","1090","1090","1090","7.73346804487027","7.73346804487027","7.73346804487027","1090","1090","1090","1.2161251989681128","1.2161251989681128","1.2161251989681128","1090","1090","1090","1.165527449689491","1.165527449689491","1.165527449689491","1090","1090","1090","1.1801012388132568","1.1801012388132568","1.1801012388132568","1090","1090","1090","1.163579451615592","1.163579451615592","1.163579451615592","1090","1090","1090","1.1465017104290753","1.1465017104290753","1.1465017104290753","1090","1090","1090","1.1250201421186703","1.1250201421186703","1.1250201421186703","1090","1090","1090","1.19537969654528","1.19537969654528","1.19537969654528"
"1000","1101","1101","1101","6.508676255932052","6.508676255932052","6.508676255932052","1101","1101","1101","2.4944183204933403","2.4944183204933403","2.4944183204933403","1101","1101","1101","4.893395391381659","4.893395391381659","4.893395391381659","1101","1101","1101","5.736499667582345","5.736499667582345","5.736499667582345","1101","1101","1101","8.137899115921932","8.137899115921932","8.137899115921932","1101","1101","1101","4.852481175182687","4.852481175182687","4.852481175182687","1101","1101","1101","8.03808794629631","8.03808794629631","8.03808794629631","1101","1101","1101","1.2064900862603982","1.2064900862603982","1.2064900862603982","1101","1101","1101","1.1394616373233013","1.1394616373233013","1.1394616373233013","1101","1101","1101","1.1204441992212564","1.1204441992212564","1.1204441992212564","1101","1101","1101","1.1539153668951259","1.1539153668951259","1.1539153668951259","1101","1101","1101","1.1485293528325708","1.1485293528325708","1.1485293528325708","1101","1101","1101","1.1358176207049422","1.1358176207049422","1.1358176207049422","1101","1101","1101","1.204659089477761","1.204659089477761","1.204659089477761"
"1010","1112","1112","1112","6.508676255932052","6.508676255932052","6.508676255932052","1112","1112","1112","2.4944183204933403","2.4944183204933403","2.4944183204933403","1112","1112","1112","4.893395391381659","4.893395391381659","4.893395391381659","1112","1112","1112","5.79471824264892","5.79471824264892","5.79471824264892","1112","1112","1112","8.142487820251482","8.142487820251482","8.142487820251482","1112","1112","1112","4.325482751953715","4.325482751953715","4.325482751953715","1112","1112","1112","8.066181121883451","8.066181121883451","8.066181121883451","1112","1112","1112","1.2295941813395315","1.2295941813395315","1.2295941813395315","1112","1112","1112","1.1501820974158328","1.1501820974158328","1.1501820974158328","1112","1112","1112","1.4986109707196513","1.4986109707196513","1.4986109707196513","1112","1112","1112","1.1591553714196496","1.1591553714196496","1.1591553714196496","1112","1112","1112","1.1550632798612823","1.1550632798612823","1.1550632798612823","1112","1112","1112","1.1481425459112038","1.1481425459112038","1.1481425459112038","1112","1112","1112","1.1964240375873592","1.1964240375873592","1.1964240375873592"
"1020","1123","1123","1123","6.508676255932052","6.508676255932052","6.508676255932052","1123","1123","1123","2.4944183204933403","2.4944183204933403","2.4944183204933403","1123","1123","1123","4.893395391381659","4.893395391381659","4.893395391381659","1123","1123","1123","5.919910599418241","5.919910599418241","5.919910599418241","1123","1123","1123","8.136288391181562","8.136288391181562","8.136288391181562","1123","1123","1123","4.222560263493751","4.222560263493751","4.222560263493751","1123","1123","1123","8.088640581658867","8.088640581658867","8.088640581658867","1123","1123","1123","1.2326120330226704","1.2326120330226704","1.2326120330226704","1123","1123","1123","1.1670809782525555","1.1670809782525555","1.1670809782525555","1123","1123","1123","1.8087157906562745","1.8087157906562745","1.8087157906562745","1123","1123","1123","1.1864120660542532","1.1864120660542532","1.1864120660542532","1123","1123","1123","1.1769413670822393","1.1769413670822393","1.1769413670822393","1123","1123","1123","1.1534170519106306","1.1534170519106306","1.1534170519106306","1123","1123","1123","1.1768835787838965","1.1768835787838965","1.1768835787838965"
"1030","1134","1134","1134","6.508676255932052","6.508676255932052","6.508676255932052","1134","1134","1134","2.4944183204933403","2.4944183204933403","2.4944183204933403","1134","1134","1134","4.893395391381659","4.893395391381659","4.893395391381659","1134","1134","1134","5.971044033933098","5.971044033933098","5.971044033933098","1134","1134","1134","8.03950121838145","8.03950121838145","8.03950121838145","1134","1134","1134","4.07875704231163","4.07875704231163","4.07875704231163","1134","1134","1134","8.145839091172148","8.145839091172148","8.145839091172148","1134","1134","1134","1.2370016407664912","1.2370016407664912","1.2370016407664912","1134","1134","1134","1.1533277594374804","1.1533277594374804","1.1533277594374804","1134","1134","1134","1.486427052330419","1.486427052330419","1.486427052330419","1134","1134","1134","1.1635816290532441","1.1635816290532441","1.1635816290532441","1134","1134","1134","1.1679265368481402","1.1679265368481402","1.1679265368481402","1134","1134","1134","1.174203395608654","1.174203395608654","1.174203395608654","1134","1134","1134","1.1724176325475004","1.1724176325475004","1.1724176325475004"
"1040","1145","1145","1145","6.508676255932052","6.508676255932052","6.508676255932052","1145","1145","1145","2.4944183204933403","2.4944183204933403","2.4944183204933403","1145","1145","1145","4.893395391381659","4.893395391381659","4.893395391381659","1145","1145","1145","5.923346704069826","5.923346704069826","5.923346704069826","1145","1145","1145","8.028342320339512","8.028342320339512","8.028342320339512","1145","1145","1145","4.140927280706479","4.140927280706479","4.140927280706479","1145","1145","1145","8.166267218354276","8.166267218354276","8.166267218354276","1145","1145","1145","1.1845769880344401","1.1845769880344401","1.1845769880344401","1145","1145","1145","1.158803951800503","1.158803951800503","1.158803951800503","1145","1145","1145","1.3112454241419078","1.3112454241419078","1.3112454241419078","1145","1145","1145","1.1567558636570474","1.1567558636570474","1.1567558636570474","1145","1145","1145","1.1689520097128494","1.1689520097128494","1.1689520097128494","1145","1145","1145","1.166787090925815","1.166787090925815","1.166787090925815","1145","1145","1145","1.1591675050769146","1.1591675050769146","1.1591675050769146"
"1050","1156","1156","1156","6.508676255932052","6.508676255932052","6.508676255932052","1156","1156","1156","2.4944183204933403","2.4944183204933403","2.4944183204933403","1156","1156","1156","4.893395391381659","4.893395391381659","4.893395391381659","1156","1156","1156","5.983709006750887","5.983709006750887","5.983709006750887","1156","1156","1156","7.993736115789963","7.993736115789963","7.993736115789963","1156","1156","1156","4.220521544066373","4.220521544066373","4.220521544066373","1156","1156","1156","8.158727670701616","8.158727670701616","8.158727670701616","1156","1156","1156","1.1784575840745497","1.1784575840745497","1.1784575840745497","1156","1156","1156","1.1685539085273116","1.1685539085273116","1.1685539085273116","1156","1156","1156","1.2918249724469817","1.2918249724469817","1.2918249724469817","1156","1156","1156","1.1759117883035906","1.1759117883035906","1.1759117883035906","1156","1156","1156","1.1667555520888024","1.1667555520888024","1.1667555520888024","1156","1156","1156","1.1871303838397549","1.1871303838397549","1.1871303838397549","1156","1156","1156","1.1506539743856186","1.1506539743856186","1.1506539743856186"
